id,title,rating,reviews,typeLocation,link
d27095738,Rang.danang,4.9,544,Restaurant,https://www.tripadvisor.com/Restaurant_Review-g298085-d27095738-Reviews-Rang_danang-Da_Nang.html
d1656977,Sơn Trà Resort &Spa,3.9,219,Hotel,https://www.tripadvisor.com/Hotel_Review-g298085-d1656977-Reviews-Son_Tra_Resort_Spa-Da_Nang.html?
d6697462,Sanouva Danang Hotel,4.8,2032,Hotel,https://www.tripadvisor.com/Hotel_Review-g298085-d6697462-Reviews-Sanouva_Danang_Hotel-Da_Nang.html?
d26554265,Awaken Danang Hotel,4.9,755,Hotel,https://www.tripadvisor.com/Hotel_Review-g298085-d26554265-Reviews-Awaken_Danang_Hotel-Da_Nang.html?
d19482545,Daisy Boutique Hotel,5.0,377,Hotel,https://www.tripadvisor.com/Hotel_Review-g298085-d19482545-Reviews-Daisy_Boutique_Hotel-Da_Nang.html?
d11779930,Sofia Suite Hotel & Spa Danang,4.9,951,Hotel,https://www.tripadvisor.com/Hotel_Review-g298085-d11779930-Reviews-Sofia_Suite_Hotel_Spa_Danang-Da_Nang.html?
d23976746,Draco Hotel & Suites,4.8,241,Hotel,https://www.tripadvisor.com/Hotel_Review-g298085-d23976746-Reviews-Draco_Hotel_Suites-Da_Nang.html?
d5599000,Han Market,3.3,642,Attraction,https://www.tripadvisor.com/Attraction_Review-g298085-d5599000-Reviews-Han_Market-Da_Nang.html
d25073751,La Cabaña,4.9,366,Restaurant,https://www.tripadvisor.com/Restaurant_Review-g298085-d25073751-Reviews-La_Cabana-Da_Nang.html
d2298509,The Ocean Villas Resort,4.2,348,Hotel,https://www.tripadvisor.com/Hotel_Review-g298085-d2298509-Reviews-The_Ocean_Villas_Resort-Da_Nang.html?
d12268599,Grandvrio City Danang By Route Inn Group,4.8,1018,Hotel,https://www.tripadvisor.com/Hotel_Review-g298085-d12268599-Reviews-Grandvrio_City_Danang_By_Route_Inn_Group-Da_Nang.html?
d807151,SenRiver Hotel,3.9,284,Hotel,https://www.tripadvisor.com/Hotel_Review-g298085-d807151-Reviews-SenRiver_Hotel-Da_Nang.html?
d1236495,Khách sạn Đại Á,3.8,299,Hotel,https://www.tripadvisor.com/Hotel_Review-g298085-d1236495-Reviews-Dai_A_hotel-Da_Nang.html?
d7374825,Khách sạn Night Sky,4.6,326,Hotel,https://www.tripadvisor.com/Hotel_Review-g298085-d7374825-Reviews-Night_Sky_Hotel-Da_Nang.html?
d12970369,Haka Hotel & Apartment,4.8,204,Hotel,https://www.tripadvisor.com/Hotel_Review-g298085-d12970369-Reviews-Haka_Hotel_Apartment-Da_Nang.html?
d8013255,4Sisters Hostel,4.4,471,Hotel,https://www.tripadvisor.com/Hotel_Review-g298085-d8013255-Reviews-4Sisters_Hostel-Da_Nang.html?
